Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-DK-A1A6-06A-11D-A42D-01	5	106373339	180360469	44806	-0.0896
TCGA-DK-A1A6-06A-11D-A42D-01	6	1014281	3640209	1940	-0.4162
TCGA-DK-A1A6-06A-11D-A42D-01	6	3643787	10441474	4878	0.1649
TCGA-DK-A1A6-06A-11D-A42D-01	6	10444626	13523834	2202	-0.0911
TCGA-DK-A1A6-06A-11D-A42D-01	6	13529708	13853160	190	0.6706
TCGA-DK-A1A6-06A-11D-A42D-01	6	13856460	14260584	264	0.1478
TCGA-DK-A1A6-06A-11D-A42D-01	6	14261358	14428518	126	-0.1457
TCGA-DK-A1A6-06A-11D-A42D-01	6	14429348	16225862	1147	0.33
TCGA-DK-A1A6-06A-11D-A42D-01	6	16244385	18955171	1829	0.7275
TCGA-DK-A1A6-06A-11D-A42D-01	6	18959285	21796241	1932	1.0332
TCGA-DK-A1A6-06A-11D-A42D-01	6	21802562	21814791	8	1.7682
TCGA-DK-A1A6-06A-11D-A42D-01	6	21816295	21907698	42	1.1516
TCGA-DK-A1A6-06A-11D-A42D-01	6	21908093	23893378	1560	0.7781
TCGA-DK-A1A6-06A-11D-A42D-01	6	23894519	27870506	1837	0.509
TCGA-DK-A1A6-06A-11D-A42D-01	6	27872759	67278814	18326	-0.095
TCGA-DK-A1A6-06A-11D-A42D-01	6	67278936	164872575	57241	-0.3896
TCGA-DK-A1A6-06A-11D-A42D-01	6	164877925	164878343	2	-2.1489
TCGA-DK-A1A6-06A-11D-A42D-01	6	164880896	170903919	2659	-0.4248
TCGA-DK-A1A6-06A-11D-A42D-01	7	705284	33124005	18152	0.1558
TCGA-DK-A1A6-06A-11D-A42D-01	7	33190591	33710954	325	-0.1027
TCGA-DK-A1A6-06A-11D-A42D-01	7	33715648	158385118	62588	0.1496
TCGA-DK-A1A6-06A-11D-A42D-01	8	617667	38130119	21942	-0.4038
TCGA-DK-A1A6-06A-11D-A42D-01	8	38133793	38901530	335	-0.1055
TCGA-DK-A1A6-06A-11D-A42D-01	8	38908317	77362375	19600	0.2417
TCGA-DK-A1A6-06A-11D-A42D-01	8	77365671	99413259	12230	0.5642
TCGA-DK-A1A6-06A-11D-A42D-01	8	99413726	103715164	2367	0.9295
TCGA-DK-A1A6-06A-11D-A42D-01	8	103715226	124728389	12079	0.4485
TCGA-DK-A1A6-06A-11D-A42D-01	8	124731022	127445326	1821	0.7932
TCGA-DK-A1A6-06A-11D-A42D-01	8	127447499	145232496	10917	0.1497
TCGA-DK-A1A6-06A-11D-A42D-01	9	789932	7774488	4178	0.1442
TCGA-DK-A1A6-06A-11D-A42D-01	9	7777550	9431811	1056	-0.0892
TCGA-DK-A1A6-06A-11D-A42D-01	9	9432824	38747688	18020	0.2812
TCGA-DK-A1A6-06A-11D-A42D-01	9	71039044	97371780	17696	-0.3858
TCGA-DK-A1A6-06A-11D-A42D-01	9	97372509	97880163	335	-0.0721
TCGA-DK-A1A6-06A-11D-A42D-01	9	97881016	114814899	11214	-0.3854
TCGA-DK-A1A6-06A-11D-A42D-01	9	114817825	116179978	698	-0.0922
TCGA-DK-A1A6-06A-11D-A42D-01	9	116183537	140938752	14610	-0.4221
TCGA-DK-A1A6-06A-11D-A42D-01	10	415240	107688610	62695	0.1454
TCGA-DK-A1A6-06A-11D-A42D-01	10	107690367	107690520	2	1.2593
TCGA-DK-A1A6-06A-11D-A42D-01	10	107694716	135225087	17945	0.1456
TCGA-DK-A1A6-06A-11D-A42D-01	11	456120	58539526	31857	-0.3923
TCGA-DK-A1A6-06A-11D-A42D-01	11	58544792	58791738	142	0.5227
TCGA-DK-A1A6-06A-11D-A42D-01	11	58800374	62490328	1953	-0.4151
TCGA-DK-A1A6-06A-11D-A42D-01	11	62493586	64425467	841	0.1133
TCGA-DK-A1A6-06A-11D-A42D-01	11	64431461	66053531	231	-0.4497
TCGA-DK-A1A6-06A-11D-A42D-01	11	66058188	66066977	8	1.044
TCGA-DK-A1A6-06A-11D-A42D-01	11	66066993	67294308	433	0.4295
TCGA-DK-A1A6-06A-11D-A42D-01	11	67770619	67937198	73	1.3593
TCGA-DK-A1A6-06A-11D-A42D-01	11	67938848	68125039	96	1.8801
TCGA-DK-A1A6-06A-11D-A42D-01	11	68125214	69866283	898	2.3199
TCGA-DK-A1A6-06A-11D-A42D-01	11	69866631	70020966	97	2.7184
TCGA-DK-A1A6-06A-11D-A42D-01	11	70025077	70056677	17	-0.5921
TCGA-DK-A1A6-06A-11D-A42D-01	11	70071719	134142530	40391	-0.101
TCGA-DK-A1A6-06A-11D-A42D-01	12	889902	80438851	43272	-0.0881
TCGA-DK-A1A6-06A-11D-A42D-01	12	80443788	82441532	1255	0.1768
TCGA-DK-A1A6-06A-11D-A42D-01	12	82445972	83783139	789	0.5309
TCGA-DK-A1A6-06A-11D-A42D-01	12	83783415	96206345	7451	0.1652
TCGA-DK-A1A6-06A-11D-A42D-01	12	96213505	104656126	5338	-0.3846
TCGA-DK-A1A6-06A-11D-A42D-01	12	104657126	133011558	15583	0.1052
TCGA-DK-A1A6-06A-11D-A42D-01	12	133014686	133161346	29	-0.2955
TCGA-DK-A1A6-06A-11D-A42D-01	13	19450806	31025634	6880	0.4172
TCGA-DK-A1A6-06A-11D-A42D-01	13	31027892	32553677	1018	0.7626
TCGA-DK-A1A6-06A-11D-A42D-01	13	32556564	37070097	3019	-0.3941
TCGA-DK-A1A6-06A-11D-A42D-01	13	37070297	73610059	19600	-0.0912
TCGA-DK-A1A6-06A-11D-A42D-01	13	73610760	74308979	513	0.2012
TCGA-DK-A1A6-06A-11D-A42D-01	13	74312934	85978476	7219	-0.0678
TCGA-DK-A1A6-06A-11D-A42D-01	13	85978618	86055226	40	0.1751
TCGA-DK-A1A6-06A-11D-A42D-01	13	86056316	99235122	7973	-0.0766
TCGA-DK-A1A6-06A-11D-A42D-01	13	99236873	99238169	4	-0.9859
TCGA-DK-A1A6-06A-11D-A42D-01	13	99248279	114987458	10178	-0.0919
TCGA-DK-A1A6-06A-11D-A42D-01	14	20501368	21488046	579	-0.0923
TCGA-DK-A1A6-06A-11D-A42D-01	14	21490285	21645333	86	0.17
TCGA-DK-A1A6-06A-11D-A42D-01	14	21669329	50729250	14682	-0.0791
TCGA-DK-A1A6-06A-11D-A42D-01	14	50729605	51000193	150	0.1247
TCGA-DK-A1A6-06A-11D-A42D-01	14	51000770	105988038	33782	-0.101
TCGA-DK-A1A6-06A-11D-A42D-01	15	23687685	25147289	627	-0.0567
TCGA-DK-A1A6-06A-11D-A42D-01	15	25149518	31952999	2603	-0.4179
TCGA-DK-A1A6-06A-11D-A42D-01	15	31955990	51873407	11169	-0.0969
TCGA-DK-A1A6-06A-11D-A42D-01	15	51873449	52153178	159	0.1224
TCGA-DK-A1A6-06A-11D-A42D-01	15	52153204	86323138	20106	-0.0979
TCGA-DK-A1A6-06A-11D-A42D-01	15	86324473	86522776	119	0.1664
TCGA-DK-A1A6-06A-11D-A42D-01	15	86522815	101884307	9615	-0.1039
TCGA-DK-A1A6-06A-11D-A42D-01	16	653459	75225022	31068	-0.1061
TCGA-DK-A1A6-06A-11D-A42D-01	16	75227969	75227983	2	1.4761
TCGA-DK-A1A6-06A-11D-A42D-01	16	75229629	89379936	9609	-0.1157
TCGA-DK-A1A6-06A-11D-A42D-01	17	987221	10335058	4789	-0.1068
TCGA-DK-A1A6-06A-11D-A42D-01	17	10336922	11629998	957	-0.3897
TCGA-DK-A1A6-06A-11D-A42D-01	17	11631091	11635859	9	0.4911
TCGA-DK-A1A6-06A-11D-A42D-01	17	11639149	11661348	19	-0.4706
TCGA-DK-A1A6-06A-11D-A42D-01	17	11661701	11703528	31	0.3209
TCGA-DK-A1A6-06A-11D-A42D-01	17	11708451	11721850	13	-0.4398
TCGA-DK-A1A6-06A-11D-A42D-01	17	11728730	12865351	759	0.4931
TCGA-DK-A1A6-06A-11D-A42D-01	17	12866431	12885870	15	-0.3936
TCGA-DK-A1A6-06A-11D-A42D-01	17	12888380	12942466	41	-0.1663
TCGA-DK-A1A6-06A-11D-A42D-01	17	12942885	13003393	47	-0.3704
TCGA-DK-A1A6-06A-11D-A42D-01	17	13003680	13697431	431	-0.8302
TCGA-DK-A1A6-06A-11D-A42D-01	17	13697827	15734795	362	-0.4177
TCGA-DK-A1A6-06A-11D-A42D-01	17	15763659	16150556	176	-0.7787
TCGA-DK-A1A6-06A-11D-A42D-01	17	16151187	16412342	132	-0.4487
TCGA-DK-A1A6-06A-11D-A42D-01	17	16416773	16458813	25	0.3161
TCGA-DK-A1A6-06A-11D-A42D-01	17	16464798	16469868	6	-0.5085
TCGA-DK-A1A6-06A-11D-A42D-01	17	16471690	16490573	9	0.1775
TCGA-DK-A1A6-06A-11D-A42D-01	17	16496402	16524379	13	-0.4665
TCGA-DK-A1A6-06A-11D-A42D-01	17	16540310	21299894	1779	0.5388
TCGA-DK-A1A6-06A-11D-A42D-01	17	21301841	25772929	212	0.0467
TCGA-DK-A1A6-06A-11D-A42D-01	17	25807835	27014651	593	0.3091
TCGA-DK-A1A6-06A-11D-A42D-01	17	27021371	27235277	71	0.6531
TCGA-DK-A1A6-06A-11D-A42D-01	17	27235667	28937664	776	0.1132
TCGA-DK-A1A6-06A-11D-A42D-01	17	28952029	32960027	1711	0.4782
TCGA-DK-A1A6-06A-11D-A42D-01	17	32960300	32980459	14	-0.05
TCGA-DK-A1A6-06A-11D-A42D-01	17	32987516	33433820	275	-0.8064
TCGA-DK-A1A6-06A-11D-A42D-01	17	33433932	33440166	6	-0.3946
TCGA-DK-A1A6-06A-11D-A42D-01	17	33442268	33487809	28	0.5396
TCGA-DK-A1A6-06A-11D-A42D-01	17	33490763	36418542	1250	-0.1004
TCGA-DK-A1A6-06A-11D-A42D-01	17	36424962	37766439	609	0.7386
TCGA-DK-A1A6-06A-11D-A42D-01	17	37779521	39825914	1010	1.3154
TCGA-DK-A1A6-06A-11D-A42D-01	17	39827133	43511538	1660	-0.4133
TCGA-DK-A1A6-06A-11D-A42D-01	17	44811098	69101274	13635	0.1478
TCGA-DK-A1A6-06A-11D-A42D-01	17	69103324	80611005	5267	0.3908
TCGA-DK-A1A6-06A-11D-A42D-01	17	80617016	80917016	167	0.0235
TCGA-DK-A1A6-06A-11D-A42D-01	18	329586	23532611	11043	-0.101
TCGA-DK-A1A6-06A-11D-A42D-01	18	23534765	23534768	2	-1.3561
TCGA-DK-A1A6-06A-11D-A42D-01	18	23535593	33440043	5909	-0.0892
TCGA-DK-A1A6-06A-11D-A42D-01	18	33443493	33450575	6	0.516
TCGA-DK-A1A6-06A-11D-A42D-01	18	33457567	33827996	197	0.143
TCGA-DK-A1A6-06A-11D-A42D-01	18	33828980	45563098	7330	-0.0988
TCGA-DK-A1A6-06A-11D-A42D-01	18	45564962	71826099	14582	0.1483
TCGA-DK-A1A6-06A-11D-A42D-01	18	71828924	71959734	135	0.5105
TCGA-DK-A1A6-06A-11D-A42D-01	18	71963187	77109240	3305	0.1277
TCGA-DK-A1A6-06A-11D-A42D-01	19	284018	13477613	4672	-0.145
TCGA-DK-A1A6-06A-11D-A42D-01	19	13483914	57417528	18459	0.1467
TCGA-DK-A1A6-06A-11D-A42D-01	19	57419586	58855835	764	0.6503
TCGA-DK-A1A6-06A-11D-A42D-01	19	58860686	58878226	10	1.3541
TCGA-DK-A1A6-06A-11D-A42D-01	20	455764	26197899	16791	-0.1006
TCGA-DK-A1A6-06A-11D-A42D-01	20	29843973	53268004	14378	0.4818
TCGA-DK-A1A6-06A-11D-A42D-01	20	53268272	53268303	2	2.0999
TCGA-DK-A1A6-06A-11D-A42D-01	20	53274380	62219837	6034	0.4807
TCGA-DK-A1A6-06A-11D-A42D-01	21	15347621	19340003	2403	-0.0695
TCGA-DK-A1A6-06A-11D-A42D-01	21	19340202	19341186	4	-0.9938
TCGA-DK-A1A6-06A-11D-A42D-01	21	19342115	47678774	18127	-0.098
TCGA-DK-A1A6-06A-11D-A42D-01	22	17423930	49331012	16903	-0.1232
TCGA-DK-A1A6-06A-11D-A42D-01	23	3157107	86716796	33547	-0.0014
TCGA-DK-A1A6-06A-11D-A42D-01	23	86716827	86716986	2	-1.947
TCGA-DK-A1A6-06A-11D-A42D-01	23	86717052	154905589	30088	0.0088
